id,subject_id,chapter_id,question,option_1,option_2,option_3,option_4,answer,created_at,updated_at
f4acc1bd-2397-4a48-9925-e0a391d8f2d5,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,"Give opposite gender for: 'Ram'(GSSSB NI 2020)",Ewe,Laxman,Ramila,Goddess,option_1,2020-08-23 18:55:45,2020-08-23 18:55:45
17003c9e-ccf8-427a-87f3-e4df2e9a3745,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,"The gender of the word 'Parent' is of which type? (HNGU JC 2019)",Masculine Gender,Feminine Gender,Common Gender,Neuter Gender,option_3,2020-08-23 19:00:03,2020-08-23 19:00:03
72335a00-d485-4cc4-96c4-8cea7e144895,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,"Change the gender of: (GSSSB CO 2019)
 'Wizard'",Witch,Wizerdess,Wizardy,Wizardes,option_1,2020-08-23 19:06:41,2020-08-23 19:06:41
166a3e39-a207-4e30-9fe8-cf33e6b2371a,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,"Give opposite gender for: 'Bullock' (GSSSB OSCF 2019)",Heifer,Bully,Calf,Colt,option_1,2020-08-23 19:18:41,2020-08-23 19:18:41
0e64bbdd-00f0-4eb8-865c-f2791af38cf8,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,"Give opposite gender for: 'Colt' (GSSSB OSUD 2019)",Filly,Colty,Mare,Horse,option_1,2020-08-23 19:21:27,2020-08-23 19:21:27
41d2c552-a020-45c4-ad8d-84dbc858e776,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,"Change the gender of: 'Duck'(GSSSB BS 2019)",Dutch,Duke,Drake,Dukling,option_3,2020-08-23 19:31:50,2020-08-23 19:31:50
0b8fffa0-bf8d-466d-a3d6-e0d6199e7595,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,"Give opposite gender for: 'Earl' (AMC SGS 2019)",Countess,Emperor,Late,Early,option_1,2020-08-23 19:36:05,2020-08-23 19:36:05
14e0a5e8-f70e-4d55-b9bb-3e95dfc7342e,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,Find out the masculine noun.(GSRTC ES 2019),Aunt,Waiter,Fiancee,Hen,option_2,2020-08-23 19:44:53,2020-08-23 19:44:53
8dbb267f-67ef-44bf-a745-b0c02e4f5416,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,Select opposite gender of the following.(GSSSB 2019),roe,harty,hen,hartess,option_1,2020-08-23 19:51:18,2020-08-23 19:51:18
148a259a-82be-40b9-b97f-94ef8d2839cd,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,"Select opposite gender of the following. (GSSSB HC 2019)
'Buck'",deer,doe,bitch,buckess,option_2,2020-08-23 19:54:34,2020-08-23 19:54:34
f53cd462-93b7-4843-b8b1-914a33160bab,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,"Change the gender: (GSSSB JI 2018)
'Fox'",Vixen,Jackle/Jackal,Foxen,Foxy,option_1,2020-08-23 19:57:54,2020-08-23 19:57:54
8b8af8d4-7602-43e1-a0a3-63a8acdbe96a,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,"Change the gender:(GSSSB JI 2018)
'Stag'",Hind,Stagi,Stagnant,Hynd,option_1,2020-08-23 20:00:55,2020-08-23 20:00:55
b5dedbf8-7035-4e21-b9ee-10e45efecd4b,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,"Feminine gender of 'Bachelor' is ______. (GSSSB FSO 2018)",student,married,spinster,girl,option_3,2020-08-23 20:03:54,2020-08-23 20:03:54
54cf95e8-6782-48d3-8fff-14fc707339c4,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,"Opposite gender of 'Abbot'. (GSSSB FO 2018)",Abbortress,Abbotess,Abbess,Abbotee,option_3,2020-08-23 20:07:25,2020-08-23 20:07:25
59a8e9da-35a2-445f-848e-d9917d4a7ac0,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,Find out feminine noun.(DGVCL JA 2018),Heroine,Widower,Lion,Peacock,option_1,2020-08-23 20:16:32,2020-08-23 20:16:32
b8aaba13-4b1a-4da9-bc91-5beb09437b1d,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,"Give opposite gender for: 'Monk'",Nun,Priest,Friar,Monky,option_1,2020-08-23 20:19:44,2020-08-23 20:19:44
a78d860b-9a77-4a3b-ae7c-677ee7b909fc,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,"Opposite gender of 'Niece' is_____. (GSSSB MDB 2017)",Neview,Nephew,Cousin,Neiphew,option_2,2020-08-23 20:23:31,2020-08-23 20:23:31
84f6bb41-fbde-41fc-9512-6f4a50c5605d,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,"Masculine gender of 'Bee' is (GSSSB RA 2017)",Drone,Drake,Beak,Bear,option_1,2020-08-23 20:26:25,2020-08-23 20:26:25
7a0a20cc-2abb-415e-b382-5498ccf60b99,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,Which pair of nouns gender is not correct? (DFS S 2017),Earl - Countess,Dog - Bitch,Fox - Vixen,Gentel man - Gentel woman,option_4,2020-08-23 20:32:14,2020-08-23 20:32:14
f1ca27a0-2491-4829-be5b-1de91a03e4e9,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,"Feminine from of: 'Horse' (GSSSB SA 2017)",Calf,Colt,Mare,Horses,option_3,2020-08-23 20:35:52,2020-08-23 20:35:52
c77fca75-8d6d-499c-a9a2-f912edce70aa,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,The young one of lion is called a ____. (DPSSC MPHWSA 2017),cub,lioness,small lion,baby,option_1,2020-08-23 20:40:16,2020-08-23 20:40:16
bcd43658-b292-44e7-aeff-fa171f795f2a,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,1e9d9931-8071-4cb9-b55d-53771462b749,"Change the gender: 'Dog' (GSSSB JA 2016)",dogee,bitch,beach,doney,option_2,2020-08-23 20:45:51,2020-08-23 20:45:51
33f5321f-5898-4b8d-ba4b-031db874b32f,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,"'A' is _____indefinite article. (GSSSB AO 2020 / GSSSB OSUD 2019 / GSSSB PO 2016 / GSSSB AA 2016)",a,the,an,none,option_3,2020-08-24 18:50:21,2020-08-24 18:50:21
6e9deb55-07c4-485d-b0e7-0036d067a1dc,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,Our train is late by half ____hour. (GUJ JC 2019),a,an,the,no word,option_2,2020-08-24 18:53:35,2020-08-24 18:53:35
cba93961-afd9-47fa-b865-8cb2d542461b,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,I read _____interesting story in ____Bible. (GAU JC 2019),a; the,an; a,an; the,the; a,option_3,2020-08-24 19:01:29,2020-08-24 19:01:29
01c556dd-5fcb-4eeb-a948-8fd95eed45de,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,This house is very nice. Has it got ____ garden? (HNGU JC 2019),an,a,the,none of the above,option_2,2020-08-24 19:06:12,2020-08-24 19:06:12
5c0bda14-df82-4b75-a4b2-f6e19e8c661d,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,Would you like ____apple?,a,an,the,these,option_2,2020-08-24 19:20:47,2020-08-24 19:20:47
0bce9324-b554-4e8d-9e3c-c0787d5abd43,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,France is ____European country.(GSRTC JA 2019),an,a,the,no article,option_2,2020-08-24 19:23:10,2020-08-24 19:23:10
016cbc44-d8a6-4af5-b5f3-6f0133039cec,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,I have read ____book you are talking of. (GSRTC TC 2019),a,an,the,none of above,option_3,2020-08-24 19:26:37,2020-08-24 19:26:37
9f7becee-fa03-433e-b62e-cedb6679c7e0,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,I would like to meet Jumpa Lahiri ____. (GSSSB SIC 2019),writer,the writer,either A or B can be used,rinter,option_2,2020-08-24 19:29:57,2020-08-24 19:29:57
246ed0b4-4049-4ce7-a31e-9dae2cba1ba0,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,______Ranchhod Pitamber is suspected by the police. (GSSSB BS 2019),a,an,the,no article,option_1,2020-08-24 19:37:20,2020-08-24 19:37:20
273a38e5-3685-4b20-b976-58d513a7f851,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,I bought an oil tin but it did not contain ____oil. (SSA CO 2019),a,an,the,no article,option_3,2020-08-24 19:40:04,2020-08-24 19:40:04
43bf3544-21af-438c-884f-c3783bbff8cf,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,The thief who stole your money was sent to _____prison. (AMC SSI 2019),a,an,the,no article,option_3,2020-08-24 19:42:00,2020-08-24 19:42:00
fee6d0af-d89e-45bb-8203-dd555a8dbe8c,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,My husband gave me ____twenty five roses. (GSBTM AAO 2019),a,the,an,none of these,option_4,2020-08-24 19:44:15,2020-08-24 19:44:15
d5b84f22-4cc4-42f4-94c1-604d9d93d84a,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,Have you ever been to ____Mumbai? (GSBTM AAO 2019),a,the,an,none of these,option_4,2020-08-24 19:46:18,2020-08-24 19:46:18
091385b0-04ba-436c-87fd-f76651edefd0,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,Have you got ____pen? (GSBTM CCT 2019),an,a,the,none of these,option_2,2020-08-24 19:48:00,2020-08-24 19:48:00
2564f1d7-a2e4-4dd9-b608-5bd836ba927f,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,Paris is _____capital of France. (GSBTM SM 2019),a,the,an,none of these,option_2,2020-08-24 19:49:55,2020-08-24 19:49:55
474a9d91-53f6-4e7a-911e-0d8d056d4243,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,You should help ____needy. (GSRTC ES 2019),a,an,the,none of above,option_3,2020-08-24 19:51:45,2020-08-24 19:51:45
59ad1ec2-1317-4bd5-b7bb-35b8c5d12334,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,It was ____unique function. (GPCB SC 2019),the,an,a,that,option_3,2020-08-24 19:53:37,2020-08-24 19:53:37
c4f555b5-9163-44e5-99df-ffda4329cd2d,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,Mussolini was ____ Hitler of Italy. (GPCB SC 2019),the,a,an,no article,option_1,2020-08-24 19:59:05,2020-08-24 19:59:05
65995ed7-49c8-4984-aeb6-cb28552bc268,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,Mr. Patel is ___MLA. (GPCB SC 2019),the,an,that,a,option_2,2020-08-24 20:01:50,2020-08-24 20:01:50
64e2e008-be01-45a1-9aea-3d63a1f5ea1f,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,Ram was ____best student in the class. (GSBTM AAO 2019),a,an,the,none of the above,option_3,2020-08-25 09:08:31,2020-08-25 09:08:31
8e2efb7a-f3d1-4f39-adf7-cb4de4e7ec57,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,Please give me____ useful gift. (GSBTM AAO 2019),an,a,none of all,the,option_2,2020-08-25 09:10:47,2020-08-25 09:10:47
2867b790-d22b-4209-88ce-fb434084dbb3,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,Please give me _____useful gift. (GSBTM AAO 2019),an,a,none of all,the,option_2,2020-08-25 09:13:54,2020-08-25 09:13:54
67bb99c9-6e25-47c1-945b-a5f038e6e3de,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,Is there ____fitness center near your house?(IB SA 2019),an,the,a,none of these,option_4,2020-08-25 09:16:55,2020-08-25 09:16:55
6acaa2c1-2ee8-48f5-9bd4-06d8d6e44a31,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,I have been to ____ doctor, whose name figured in the Times of India.(IB SA 2019),the,an,any,none of these,option_1,2020-08-25 09:20:25,2020-08-25 09:20:25
f32120fa-79e1-43b2-9b1d-18bc5686aa32,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,I regret leaving ____ at fourteen. (GSSSB SIP 2019),at school,the school,of school,school,option_4,2020-08-25 09:22:43,2020-08-25 09:22:43
55e97c4a-c2a3-40f2-a850-bf8103ff7923,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,_____ usually start walking at around one year old.(GSSSB SIP 2019),children,the children,child,a children,option_1,2020-08-25 09:25:03,2020-08-25 09:25:03
53e4bdf1-2679-4312-a5f0-77b011b75413,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,"Let's go by ____. (GSSSB SIC 2019)",train,the train,either A or D can be used,trained,option_1,2020-08-25 09:28:06,2020-08-25 09:28:06
a8dabf13-0412-450c-ab79-37d631ed30f6,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,Ahmedabad is ____Manchester of India. (bmc mphw 2018),the,a,an,none of three,option_1,2020-08-25 09:30:00,2020-08-25 09:30:00
2b1475f2-7c07-4906-853c-02be8d75070e,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,_____European tourista are mad after _____Indian locations. (GPSSB EO 2018),a, an,an, an,an, the,the, the,option_4,2020-08-25 09:34:24,2020-08-25 09:34:24
e6b82b64-02f3-40cd-83ff-400c01fa9a20,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,____ISRO launched _____ Mars Mission successfully.(GPSSB EO 2018),an, the,the, the,an, a,the,a,option_2,2020-08-25 09:37:23,2020-08-25 09:37:23
e2938472-b2ed-4a42-a3df-f16762e53888,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,She is ____MS from _____European university. (GPSSB C 2018),an, a,a, an,a,a,an, an,option_1,2020-08-25 09:39:35,2020-08-25 09:39:35
764ff059-9bf0-4bb2-a537-5a1743bd49fa,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,_____CEO of our company will visit ____new plant tomorrow. (GPSSB C 2018),the, an,the, the,a, a,a, the,option_2,2020-08-25 09:45:42,2020-08-25 09:45:42
908b6003-6980-4905-8393-6a3eb1d208bd,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,I saw ____ European  who was travelling to ____East. (GPSSB EOA 2018),a-an,a-the,an-an,a-a,option_2,2020-08-25 09:48:34,2020-08-25 09:48:34
59345bdc-a4a3-447d-9e52-390754f364ad,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,____ultimate decision will be taken by ____manager.(GPSSB EOA 2018),the-the,a-a,an- the,an-a,option_1,2020-08-25 09:52:28,2020-08-25 09:52:28
4bd34cf7-e9a9-4fe0-a740-a129610602d1,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,____ American literature is as rich as ____ English literature. (GPSSB SN 2018),an, an,an, the,the, an,the, the,option_4,2020-08-25 09:57:02,2020-08-25 09:57:02
26f213b7-56a2-4025-aefb-647319c4c8ec,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,_____ vice chancellor of our university will chair ____valedictory. (GPSSB SA 2018),the,a,the,the,a,the,a,a,option_2,2020-08-25 09:59:49,2020-08-25 09:59:49
1c973d3a-a305-478a-a1ec-fc0192645edd,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,_____ chief of _____ Indian Navy will visit here soon. (GPSSB MS 2018),the, the,a, the,a, an,the, an,option_1,2020-08-25 10:05:54,2020-08-25 10:05:54
44e08d06-affb-4c1b-9424-1a42bfea5df9,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,____ hero of this story reveals ____ universal trust.(GPSSB MS 2018),the, an,a, a,the, a,a, an,option_3,2020-08-25 10:09:22,2020-08-25 10:09:22
e5803b5f-bcc6-4031-bdce-fd3e4dabc783,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,"Put appropriate article in the blank in a given sentence. ( GMC SC 2018)
____ Hemu Gadhvi hall of Rajkot is very famous.",a,the,an,none of the above three,option_2,2020-08-25 10:16:40,2020-08-25 10:16:40
2bd65f6b-a723-4a60-94f7-f5449a445340,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,____ lotus is our national flower.(DGVCL JA 2018),an,a,the,none,option_3,2020-08-25 10:21:44,2020-08-25 10:21:44
ccd4da25-ad63-4fe7-8e4a-c689e99e6410,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,_____ American and _____ European visited our collage for giving guest lecture recently. (GSECL VSE 2018),an, an,the, the,a, an,an, a,option_4,2020-08-25 10:31:58,2020-08-25 10:31:58
a51e0bb8-01d9-40c6-96b1-a2807b7aa03d,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,_____chair on which I am sitting is very comfortable. (GSIDS SPA 2018),a,an,the,none of above,option_3,2020-08-25 10:39:06,2020-08-25 10:39:06
9d987dbe-eaf6-432a-b891-8452ca62cb61,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,Sri Lanka is ____island. (GTU NA 2018),the,a,"'a' or 'the'",an,option_4,2020-08-25 10:50:25,2020-08-25 10:50:25
abb694c4-8269-4a46-b9fd-e502217a7be9,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,He was ____Napoleon of his age.(GSSSB FO 2018),a,the,an,none,option_2,2020-08-25 10:57:02,2020-08-25 10:57:02
5a6bc2af-32e2-4c23-b550-2ffa61e98e8f,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,____ little information he had was not quite reliable. (GSSSB FO 2018),a,an,the,article not required,option_3,2020-08-25 11:00:00,2020-08-25 11:00:00
a42ced5c-fbe2-4d99-8884-309bf7ca8927,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,"Fill in the blank with the suitable article- (GSECL JAC 2018)
Apples are grown in kashmir .",a,an,the,no article,option_4,2020-08-25 11:04:43,2020-08-25 11:04:43
b78923ab-5ee9-4d8b-bee7-16916f267a78,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,Our alumni always meet on ____last month of every year.(GSECL JEE 2018),a,an,the,no article,option_3,2020-08-25 11:08:15,2020-08-25 11:08:15
38a380ba-510a-489f-a239-0ebc41606ca2,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,Here is _____watch that you were looking for. (GSECL JEE 2018),a,an,the,no article,option_3,2020-08-25 12:27:54,2020-08-25 12:27:54
75aa9848-1ed9-4d4c-860e-da8a35b76eff,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,____ book you want is not available today. (GSSSB LTI 2018),a,an,the,none,option_3,2020-08-25 12:30:14,2020-08-25 12:30:14
cd67a6e5-6977-4930-b424-96c8e42c176b,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,He was ____ Nepoleon of his age. (GSSSB LTI 2018),a,the,an,none,option_2,2020-08-25 12:33:27,2020-08-25 12:33:27
24e97f47-50b8-4ae9-a13a-87494fb88c6b,d862b9ed-aaa5-4725-a995-5f67c7f0c8f0,6d6bec16-ee52-40e2-b7e2-637162884484,He lost  ____ right eye in the war. (GSSSB MSI 2018),an,a,one,the,option_4,2020-08-25 12:36:10,2020-08-25 12:36:10
